"MARCA_VEHICULO","MODELO_VEHICULO","TIPO_VEHICULO","EDAD_VEHICULO","FECHA_ACCIDENTE","GRAVEDAD_ACCIDENTE","DEPARTAMENTO_ACCIDENTE","MUNICIPIO_ACCIDENTE","AUTORIDAD_DE_TRANSITO"
"BAJAJ","2013","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2019","AUTOMOVIL","7","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2021","MOTOCICLETA","5","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2004","AUTOMOVIL","21","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2013","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2023","MOTOCICLETA","3","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2016","MOTOCICLETA","8","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2023","CAMIONETA","3","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2018","MOTOCICLETA","7","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2015","MOTOCICLETA","10","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2012","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2013","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2022","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2007","MOTOCICLETA","19","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2016","AUTOMOVIL","10","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2017","MOTOCICLETA","9","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"INTERNATIONAL","2008","TRACTOCAMION","17","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2008","AUTOMOVIL","18","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2023","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2016","MOTOCICLETA","10","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","9","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2022","AUTOMOVIL","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","3","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"DAEWOO","1997","AUTOMOVIL","28","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2006","MOTOCICLETA","19","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2014","MOTOCICLETA","11","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2023","AUTOMOVIL","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2011","MOTOCICLETA","15","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2013","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2006","AUTOMOVIL","19","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2010","MOTOCICLETA","15","Jun 2024","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2023","MOTOCICLETA","3","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2014","MOTOCICLETA","11","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2024","MOTOCICLETA","1","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","1","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2011","MOTOCICLETA","15","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2014","MOTOCICLETA","12","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2018","MOTOCICLETA","8","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KTM","2021","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","1","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2004","AUTOMOVIL","22","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2019","AUTOMOVIL","7","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2012","MOTOCICLETA","14","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2023","CAMPERO","3","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2021","AUTOMOVIL","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","10","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2017","MOTOCICLETA","9","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2023","MOTOCICLETA","3","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","10","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","11","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2022","CAMIONETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2020","MOTOCICLETA","6","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AUTECO","2008","MOTOCICLETA","18","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","2","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2015","AUTOMOVIL","10","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2014","MOTOCICLETA","12","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2011","MOTOCICLETA","14","Jun 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2023","MOTOCICLETA","3","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","1982","CAMPERO","28","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2020","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2010","AUTOMOVIL","16","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2015","MOTOCICLETA","11","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2019","MOTOCICLETA","7","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2015","MOTOCICLETA","11","Jun 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2008","AUTOMOVIL","18","Jun 2024","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"SUZUKI","2016","MOTOCICLETA","9","Jun 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"NISSAN","2019","CAMIONETA","7","Jun 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"MAZDA","2022","CAMIONETA","4","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2007","AUTOMOVIL","18","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2012","BUS","14","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2008","MOTOCICLETA","18","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2012","MOTOCICLETA","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHERY","2009","AUTOMOVIL","17","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"MAZDA","2024","AUTOMOVIL","2","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"SCANIA","2012","BUS","13","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CHEVROLET","2023","CAMIONETA","1","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HONDA","2022","MOTOCICLETA","4","Jun 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
