"MARCA_VEHICULO","MODELO_VEHICULO","TIPO_VEHICULO","EDAD_VEHICULO","FECHA_ACCIDENTE","GRAVEDAD_ACCIDENTE","DEPARTAMENTO_ACCIDENTE","MUNICIPIO_ACCIDENTE","AUTORIDAD_DE_TRANSITO"
"CHEVROLET","2015","AUTOMOVIL","11","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2018","AUTOMOVIL","7","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2015","BUS","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2006","AUTOMOVIL","19","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"MAZDA","1997","CAMIONETA","28","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HONDA","2024","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HINO","2020","CAMION","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2017","AUTOMOVIL","8","Nov 2024","CON MUERTOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2022","AUTOMOVIL","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2021","MOTOCICLETA","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2019","MOTOCICLETA","7","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2013","MOTOCICLETA","13","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2020","MOTOCICLETA","6","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2008","MOTOCICLETA","17","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2023","AUTOMOVIL","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2015","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2019","CAMIONETA","6","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2017","MOTOCICLETA","9","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2021","MOTOCICLETA","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2022","MOTOCICLETA","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2010","AUTOMOVIL","16","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2014","CAMPERO","11","Nov 2024","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2019","MOTOCICLETA","7","Nov 2024","CON MUERTOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2018","MOTOCICLETA","8","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AYCO","2014","MOTOCARRO","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2012","MOTOCICLETA","13","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2006","AUTOMOVIL","19","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2014","MOTOCICLETA","12","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2017","MOTOCICLETA","9","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2021","MOTOCICLETA","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2021","AUTOMOVIL","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2017","MOTOCICLETA","9","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"INTERNATIONAL","2015","VOLQUETA","11","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2020","MOTOCICLETA","6","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","1996","AUTOMOVIL","29","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2016","AUTOMOVIL","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2008","MOTOCICLETA","17","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2019","MOTOCICLETA","6","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2016","MOTOCICLETA","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2013","MOTOCICLETA","13","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","2022","MOTOCICLETA","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2010","CAMPERO","15","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KTM","2015","MOTOCICLETA","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2022","MOTOCICLETA","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2016","CAMIONETA","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2021","MOTOCICLETA","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2014","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"AKT","2018","MOTOCICLETA","8","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2022","CAMIONETA","4","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"YAMAHA","1994","MOTOCICLETA","31","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"RENAULT","2012","AUTOMOVIL","13","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"BAJAJ","2017","MOTOCICLETA","9","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"TOYOTA","2011","CAMPERO","15","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2015","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2017","MOTOCICLETA","8","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2008","MOTOCICLETA","17","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2023","CAMIONETA","2","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2008","AUTOMOVIL","18","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2014","CAMIONETA","11","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2023","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","1996","AUTOMOVIL","29","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2023","MOTOCICLETA","3","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2017","MOTOCICLETA","9","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"CITROEN","2004","AUTOMOVIL","22","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2014","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2020","MOTOCICLETA","6","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2025","MOTOCICLETA","1","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2017","MOTOCICLETA","9","Nov 2024","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2014","MOTOCICLETA","12","Nov 2024","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"TOYOTA","2012","CAMIONETA","13","Nov 2024","CON MUERTOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2015","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2014","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2005","MOTOCICLETA","20","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"RENAULT","2023","AUTOMOVIL","3","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"AKT","2023","MOTOCICLETA","3","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"YAMAHA","2023","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BAJAJ","2018","MOTOCICLETA","8","Nov 2024","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"AKT","2015","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","STRIA TTO y GOB MCPAL SANTA ROSA CABAL"
"AKT","2013","MOTOCICLETA","13","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2024","MOTOCICLETA","2","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2017","MOTOCICLETA","8","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","1987","AUTOMOVIL","38","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"SSANGYONG","2021","CAMPERO","5","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"BAJAJ","2016","MOTOCICLETA","10","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2014","MOTOCICLETA","11","Nov 2024","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2019","MOTOCICLETA","6","Nov 2024","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"RENAULT","2013","CAMIONETA","13","Nov 2024","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"YAMAHA","2021","MOTOCICLETA","5","Nov 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"INTERNATIONAL","2013","TRACTOCAMION","13","Nov 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"AKT","2021","MOTOCICLETA","4","Nov 2024","CON HERIDOS","RISARALDA","SANTA ROSA DE CABAL","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"KIA","2017","AUTOMOVIL","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2012","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2011","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2013","CAMPERO","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2013","AUTOMOVIL","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2010","AUTOMOVIL","15","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2013","AUTOMOVIL","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2016","AUTOMOVIL","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2019","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2020","AUTOMOVIL","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KIA","2020","AUTOMOVIL","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FORD","2006","AUTOMOVIL","19","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2012","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2015","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"FOTON","2017","CAMIONETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HYUNDAI","2015","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"FORD","2002","CAMION","23","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2015","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BRILLIANCE","2013","CAMIONETA","12","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VICTORY","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2014","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"VICTORY","2019","MOTOCICLETA","7","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2007","AUTOMOVIL","18","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2011","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"BMW","2017","MOTOCICLETA","8","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2012","AUTOMOVIL","14","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"KIA","2016","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","2017","AUTOMOVIL","8","Nov 2023","CON HERIDOS","RISARALDA","DOSQUEBRADAS","STRIA MCPAL TTOyTTE DOSQUEBRADAS"
"HYUNDAI","1998","AUTOMOVIL","27","Nov 2023","CON HERIDOS","RISARALDA","LA VIRGINIA","STRIA MCPAL TTOyTTE LA VIRGINIA"
"VOLVO","2006","BUS","19","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2012","MOTOCICLETA","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2020","AUTOMOVIL","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HERO","2023","MOTOCICLETA","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2015","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2022","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2009","MICROBUS","16","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLVO","2006","BUS","19","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2014","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VOLKSWAGEN","2015","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2008","MOTOCICLETA","17","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2013","MOTOCICLETA","12","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2017","MOTOCICLETA","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"KYMCO","2015","MOTOCICLETA","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2020","MOTOCICLETA","5","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HERO","2021","MOTOCICLETA","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MITSUBISHI","2004","CAMION","22","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MITSUBISHI","2007","MICROBUS","19","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"SUZUKI","2024","MOTOCICLETA","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"VICTORY","2025","MOTOCICLETA","1","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"FOTON","2020","CAMIONETA","5","Nov 2023","CON MUERTOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"HYUNDAI","2008","AUTOMOVIL","18","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","DIRECCION DE TTOYTTE POLICIA NACIONAL - DITRA"
"CHEVROLET","2012","AUTOMOVIL","13","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","1995","AUTOMOVIL","20","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2021","AUTOMOVIL","4","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2009","AUTOMOVIL","17","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2017","AUTOMOVIL","9","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2018","AUTOMOVIL","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2015","AUTOMOVIL","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2020","MOTOCICLETA","6","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"HONDA","2016","MOTOCICLETA","10","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2018","AUTOMOVIL","7","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"NISSAN","2015","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2023","AUTOMOVIL","3","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2024","AUTOMOVIL","2","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"MAZDA","2015","AUTOMOVIL","11","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
"CHEVROLET","2011","CAMIONETA","15","Nov 2023","CON HERIDOS","RISARALDA","PEREIRA","INSTITUTO DE MOVILIDAD DE PEREIRA"
